F3 Fz F4 C3 Cz C4 P3 Pz P4
-0.180971303119273 1.52552803531682 -1.28405511431081 -1.05953512279754 0.0356735368740664 -2.21600701259286 -0.376911511799931 1.42542980671945 -0.075707422461445
-1.3624549700984 -0.0656652640194484 0.207128100541611 -0.171472170804328 -0.376005704339086 -0.119255929687877 0.265145931693351 0.95449596686759 -1.93557698285724
0.165846730357326 0.753918566892534 -0.103182638910674 -1.01366871953486 -0.552217077132872 -0.034230645942311 -1.84727948976634 -1.34944515023095 0.827611431304628
-0.456058796359462 -0.824274425955065 0.108628724475537 0.470359269636465 -0.641907840606305 -0.533340820392704 0.923885087290062 -0.685777968386743 -1.18052844458052
-0.477189087227165 -0.626893629678264 0.545660139292093 0.178417030013497 0.18221316384557 -0.196430542474865 0.142071564547363 -1.60214008677281 -0.535999643092537
1.31385444457462 1.09852407787918 -0.773425525824287 0.301490616218953 2.56958105448713 -1.14619667770404 -1.5159026989638 -2.48356538713904 0.706841439795995
-0.590111281672867 1.87921228083758 0.835678047333447 1.36879471562392 -1.11732866217856 1.33065867461731 0.917124406970893 -0.846720855677541 -0.0745137319821413
-0.726174919784134 -1.3062755987068 -0.817304729354123 -2.36052398103701 -0.868151133630868 1.26396309128809 -0.721119077759492 1.24301154899842 -0.323544596232229
1.70010384757991 -0.555100777927962 0.446814429084272 1.68362569809712 0.297422633889442 0.0395876621581989 0.967309449255261 0.582608584370161 0.254778725095232
-0.0252745622006033 -1.86006680547349 -0.180411958925233 -0.349453063165258 0.417222181757148 1.21217424430731 -1.53358080258016 -0.494719805596146 -1.06569544852477
1.6559215458474 0.744890738126421 0.626162202630972 -0.624357451346003 0.222003644655147 -0.520637416757027 -0.404132546701737 0.256475150775764 0.25761245436885
0.254857114651587 0.454283476755201 -1.78154339253847 0.143514904975575 0.075262316116554 0.414335737884403 0.160403720461402 -0.92533676950097 -2.14738046136776
-0.544853512058503 -0.282570584933115 -0.173013004246815 2.83581926216071 1.87707978270621 -0.84390022659984 0.353008721604533 0.249332034203848 1.3289468032994
-1.01563023121753 0.940210810913359 1.73027544528295 -0.435364452619147 -0.221733866088467 1.99960665526754 0.639906590272436 0.00825961832249927 0.0115290112437395
0.539282103902774 -0.0499156007094601 0.856860938773066 0.331925028523995 0.428287496175279 1.22538298026787 1.02043164486848 -1.0245632222465 -1.00081028120247
0.976057162261704 2.1857884339329 -1.67935809123222 -0.367366505979937 -0.211666450891953 0.685998916820545 -0.705042107324748 -0.703549471616088 1.17340868030057
-0.669021472383866 0.149143630605069 0.326949710861685 0.464348518829293 -0.435586974188855 -0.190568149368646 -0.358997154711635 -0.33968155487255 1.08685782823909
-2.12509735383955 0.0448242516741454 0.273124736407989 1.48981762753173 -1.43032898954545 -1.82368068089373 -0.486101836561269 0.332245136681976 1.79838416772025
-0.694968534041081 -0.0374918709375579 0.797137733872177 -0.671973182404461 0.237193446996612 0.17982000622058 -2.31332480820762 -2.55848155592366 -1.23949379989356
-0.722100488490354 -0.275516310285294 -1.20260950077137 1.20331446272402 -0.454059919545269 -0.346614467684015 -1.58628408962269 -1.59254491556004 -0.446583845938611
0.376906419036113 1.50763001496982 2.9104337992942 1.04382796273717 -0.834234174686408 1.49406874974834 1.18908177226002 -0.487730108278302 -1.55696999004426
-1.86603300303138 1.35138347650244 -0.7430463410306 0.762570950657626 -0.902731930786096 -1.52011312764918 -0.0681519092159236 0.512216721010067 -0.347887005481702
